"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"grotte de BAILLOT";"";"Gramat";"2136 ET";"549.37";"3276.03";"44.782481";"1.696804";"285";"A 1km5 de Gramat, sur la route de Couzou (D39), prendre à droite la route du moulin du Saut. A 1km prendre le chemin qui<br/>
part à droite, direction NNE, et le suivre sur environ 800m, c’est-à-dire juqu’au moment où, arrivé presqu’au fond de la vallée, il oblique<br/>
à gauche. Suivre alors un sentier qui part à droite et descend jusqu’à l’Alzou. Suivre la rive droite vers l’amont (SSE) sur à peu près<br/>
250m, soit 25m après avoir traversé un muret effondré et un grillage, environ 50m avant un grand virage du ruisseau vers la gauche.<br/>
La grotte se trouve 45m à droite (W), 20m plus haut, au pied de la falaise haute : orifice allongé, sous une strate, de 1m70 de haut<br/>
au centre sur 9m de long, en partie obstrué par des rochers et des blocs de pierres (muret ?), orienté à l’E.";"10";""
"igue du BAIN D'OISEAU";"";"Orniac";"2138 OT";"547.56";"3246.52";"44.516784";"1.676925";"240";"À Cabrerets, traverser le pont du Célé et, par la route de gauche, monter vers la forêt domaniale de Monclar jusqu'à la fin du<br/>
bitume (environ 2km de Cabrerets). Franchir la barrière de gauche et prendre le chemin direction NW sur 130m (bifurcation), puis<br/>
NE sur 240m, enfin NNW sur 260m, c'est-à-dire jusqu'à un vaste espace dégagé (ancienne place de Monclar), environ 30m plus<br/>
loin que le sentier de la grotte de Monclar. Descendre alors directement à droite (ENE) en louvoyant entre les buissons et les massifs<br/>
de ronces : l'igue se trouve environ 35m plus bas que le chemin, à la limite de la végétation, quelques mètres avant le bord de la<br/>
falaise verticale. Orifice de 5m de diamètre bordé de rochers.Plan 142.";"10";"142"
"émergence du BALAT";"";"Brengues";"2238 W";"558.62";"3252.0";"44.566817";"1.815606";"160";"Sous la route de Brengues à St-Sulpice (D 41), 2,5km en aval de Brengues, 110m avant la borne St-Sulpice 3km, quelques<br/>
mètres avant le premier éperon de falaise qui atteint la route, en contrebas dans les buissons. Impénétrable.";"10";""
"grotte des BALMES";"";"Gintrac";"2136 ET";"553.23";"3286.02";"44.872638";"1.744668";"325";"A 3km5 de Miers sur la route de Gintrac (D 60), 200m après l'embranchement de la route de Padirac (D 90), franchir la clôture<br/>
de droite (claie 50m avant, au niveau du panneau de croisement) et traverser en diagonale (direction E) le terrain dégagé jusqu'à une<br/>
ruine visible de la route (environ 120m). Franchir une claie et suivre le muret qui part direction ESE pendant 90m (à 50m de la ruine<br/>
on traverse un autre muret). La grotte se trouve alors à 20m S, dans le bois. Orifice bas, fermé par des blocs, au pied de la paroi E<br/>
d'un effondrement de 10m sur 6m et profond de 3m.";"11";""
"igue de la BALMETTE";"";"Reyrevignes";"2237 W";"564.59";"3260.39";"44.642639";"1.89019";"335";"A 2km5 de Livernon sur la route de Reyrevignes (D 2), à Bresquéjouls, prendre à droite la route qui mène à la propriété de La<br/>
Terre, à 1km. De la ferme, rejoindre la borne IGN cote 338 qui se trouve à environ 500m ENE du dernier bâtiment (le plus à l'Est),<br/>
en suivant d'abord le chemin qui part à gauche à l'extrémité de ce dernier, puis en obliquant à droite vers le sommet du pech. La grotte<br/>
s'ouvre à 70m E-ESEde la borne, juste derrière le muret (visible de la borne) qui marque la limite des communes de Livernon et<br/>
Reyrevignes : orifice oval de 1m20 sur 1m50 donnant sur une petite verticale de 2m.";"11";""
"fontaine de BAN";"";"Belmont-Bretenoux";"2236 W";"563.01";"3285.78";"44.871046";"1.868451";"145";"A 2km WNW de St-Céré, sous la route de Bretenoux (D 940), 350m avant l'embranchement de la route de Prudhomat (D 19),<br/>
entre 2 chemins descendant à gauche : émergence vauclusienne qui alimentait autrefois un moulin. Indiquée (mal) sur l'IGN.";"11";""
"gouffre de BANNAC";"";"Laramière";"2239 W";"563.61";"3232.03";"44.387356";"1.879824";"325";"A 8km E de Limogne, sur la route de Villefranche (D 911), 800m avant d'arriver à Marroule et 80m avant la route (à gauche)<br/>
de St-Jean-de-Laur, prendre à droite (SSE) la route du Mas de Moutigues. A 700m, aux premières maisons, prendre la petite route<br/>
à gauche qui mène à un ancien moulin, à une centaine de mètres. Le gouffre (perte temporaire) s'ouvre à 25m NNE de la maison,<br/>
bien visible en contrebas du chemin qui prolonge la route vers le N (indiqué sur l'IGN).";"11";""
"grotte de BANNEBAS";"";"Payrignac";"2037 E";"520.16";"3274.92";"44.769858";"1.327913";"110";"A Payrignac, prendre sur 2km500 vers l'aval (NNW) la petite route qui suit la rive gauche de la vallée de la Marcillande, c'est-à-dire<br/>
juqu'au moment où, 250m après avoir laissé à gauche la seconde route des Ouillères, elle tourne à angle droit à gauche avant de<br/>
monter vers Empérigord. La grotte se trouve dans le talus gauche de la route, juste en sortie du virage : elle est maintenant obturée<br/>
au ciment, mais elle sert encore à l'évacuation des eaux du fossé de la route !";"11";""
"igue de BAR";"ou de GINOUILLAC - ou abisme de MOUET";"Espédaillac";"2138 OT";"553.39";"3255.75";"44.600248";"1.749428";"340";"A la ferme de Ginouillac (4km S d'Espédaillac et 600m NW de la D 653), prendre le chemin SW qui passe entre deux grands<br/>
hangars et, 150m plus loin un chemin perpendiculaire à droite, direction WNW, et le suivre sur 300m, c'est-à-dire jusqu'au moment<br/>
où, traversant le muret de droite, il oblique direction NW. Suivre alors le sentier (ancien chemin) qui le prolonge entre 2 murets,<br/>
direction générale WNW, bientôt doublé à gauche par la clôture grillagée de la chasse des Brasconnies. A 900m du chemin, le muret<br/>
de gauche s'arrête et le sentier continue entre le muret de droite et la clôture de la chasse et, 260m plus loin, est barré par un grillage,<br/>
au niveau d'un point bas. L'igue (à 3 orifices) se trouve à 30m à droite dans le bois. Indiquée sur l'IGN. Plan 80.";"11";"80"
"grotte de BARBES";"";"Marcilhac-sur-Célé";"2138 OT";"555.23";"3249.78";"44.546636";"1.773121";"275";"A la sortie du pont de Marcilhac, rive gauche du Célé, suivre à droite la route de St-Chels sur 1km4, c'est-à-dire jusqu'au début<br/>
du petit cirque, à gauche, au fond duquel se trouve une source bâtie visible de la route, et monter à gauche, direction NNW, jusqu'à<br/>
la falaise haute, 80m plus haut que la route (en visant une pointe rocheuse, à mi hauteur). La grotte s'ouvre un peu au-dessous du<br/>
haut de la falaise (environ 150m de distance) et sur sa droite : orifice de forme trapézoïdale, de 2m20 de haut sur 2m de large, orienté<br/>
au SSE ; 2<br/>
orifice en falaise, à 9m SSW et 4m plus bas.<br/>
ème";"11";""
"émergence (du moulin) de BARDALIE";"";"Salviac";"2037 E";"515.61";"3263.6";"44.667477";"1.272287";"165";"Petite émergence vauclusienne, à 1km5 SSE de Salviac, au bord W de la route de la vallée de l'Ourajou (D 47), quelques<br/>
mètres en aval du moulin de Bardalie, au pied du coteau, dans un petit jardin. Plan 171.";"11";"171"
"grotte (du moulin) de BARDALIE";"";"Salviac";"2037 E";"515.59";"3263.66";"44.668015";"1.272025";"180";"A 1km5 SSE de Salviac, au bord de la route de la vallée de l'Ourajou (D 47), 100m en aval du moulin de Bardalie, la grotte (trop<br/>
plein de l'émergence) se trouve dans la pente boisée, 10m plus haut que la route, au-dessus de strates rocheuses décapées par<br/>
l'eau : orifice de 0m80 de haut sur 1m20 de large orienté ENE. Plan 171.";"12";"171"
"pertes n°2 et 3 de la BARGADE : n°3 :";"ou grotte du BLAIREAU (n°3)";"Issendolus";"2137 E";"556.33";"3270.87";"44.7365";"1.785184";"310";"À la sortie S d'Issendolus sur la route de Flaujac, prendre à droite la route de Teulayrou sur 650m environ, c'est-à-dire 300m après<br/>
le Fangas, et 130m avant la route de Gruffiel (à gauche), et franchir la barrière à droite. La perte n°3 se trouve à 20m NNW en<br/>
contrebas, derrière un bouquet d'arbres : orifice bâti de 0m90 de large sur 0m60 de haut, orienté à l'W.<br/>
Continuer la route de Teulayrou sur 135m, c'est-à-dire jusqu'à la barrière qui se situe presqu'en face de la route de Gruffiel. La perte<br/>
n°2 se trouve à 90m WNW, juste en contrebas d'une ligne d'arbres, en bordure du pré qui occupe le fond du vallon : orifice de 0m70<br/>
de diamètre, protégé par des pneus de tracteur, orienté au N. Plan 49.";"12";"49"
"crozo de la BARGADO";"ou perte d' ISSENDOLUS";"Issendolus";"2137 E";"555.92";"3270.79";"44.735755";"1.780014";"305";"À la sortie S d'Issendolus sur la route de Flaujac, prendre à droite la route de Teulayrou et à 350m environ, dans l'angle formé<br/>
par la route de Teulayrou et une route qui remonte vers Issendolus (calvaire), derrière la ferme du Fangas, prendre un chemin qui<br/>
part direction WSW. Suivre ce chemin sur environ 600m (50m après une belle dalle de pierre dans le chemin) : la perte (temporaire)<br/>
se trouve à quelques mètres à gauche. C'est un trou entouré d'arbres, de 40m de long sur 10m de large et profond de 6m, orienté<br/>
SSE-NNW, au milieu duquel s’ouvre un orifice d’environ 2m de diamètre. Plan 49.";"12";"49"
"trou des BARRADES";"";"Carlucet";"2137 W";"541.1";"3271.05";"44.73704";"1.59288";"320";"À 2km5 NW de Carlucet, 500m après le hameau du Marchès. Le trou des Barrades (ouverture de 10m sur 5m, profond de 8m)<br/>
se trouve à 150m NW de la ferme (abandonnée) de la Barrade, dans un bois clairsemé. Plan 33.";"12";"33"
"gouffre et grotte de (chez) BARRE";"";"Sarrazac";"2137 E";"550.87";"3261.19";"44.649038";"1.717169";"405";"A environ 1km de Quissac, sur la route de Fontanes (D 146), après un écartement du muret de gauche, au milieu d'une légère<br/>
descente, après un beau passage dans le muret de droite et au niveau d'un écartement de ce muret (220m avant une grange à<br/>
gauche), suivre à gauche (SW) un muret perpendiculaire à la route jusqu'à ce qu'il tourne à angle droit à droite (60m de la route).<br/>
Suivre alors, à quelques mètres à gauche, un autre muret, toujours direction SW, sur 75m. L'igue se trouve à 18m à gauche (SE),<br/>
dans un creux de lapiaz en forme de L de 0m50 à 1m de profondeur, à 20m NNE d'un cloup : orifice oval de 0m80 sur 1m40 orienté<br/>
E-W. Plan 147.";"12";"147"
"igue de BARRIÈRES";"";"Miers";"2136 ET";"549.06";"3286.36";"44.875415";"1.691864";"255";"À environ 2km de Miers, sur la route de Carennac (D 20), 200m avant l'embranchement de la route de Floirac, prendre à l'W<br/>
la route des Fieux. La suivre sur 800m environ jusqu'à un carrefour ou 2 virages de l'ancien chemin (formant comme un S) ont été<br/>
recoupés. L'igue s'ouvre à 150m SW de ce croisement, dans un bouquet d'arbres, en bordure SW d'un terrain broussailleux entouré<br/>
de murets. Ouverture d'environ 10m de diamètre. Indiquée sur l'IGN. Plan 16.";"12";"16"
"igue n°2 de BARRIÈRES";"";"Miers";"2136 ET";"548.92";"3285.97";"44.871896";"1.690131";"260";"L'igue se trouve à 20m NNW de la tour (pigeonnier) formant l'angle NE de la maison d'habitation de Barrières (3km NW de Miers<br/>
par la route de Carennac, D 20). Orifice busé et fermé de 1m10 de diamètre. Plan 16.";"12";"16"
"igue de (ou du) BARTAS DE NAJAS";"";"Lunegarde";"2137 E";"549.69";"3264.34";"44.677304";"1.701987";"345";"Sur la route qui joint Figeac à l'A20 (D 802), 2km5 après le carrefour de la route de Reihac (D 14), prendre à droite la petite route<br/>
qui mène à Lunegarde et la suivre sur 580m, c'est-à-dire au niveau d'une barrière à gauche donnant accès à un beau chemin, 180m<br/>
après avoir laissé une petite grange à droite. Suivre alors sur la droite, direction ENE, une clôture perpendiculaire à la route, prolongée<br/>
par les traces d'un ancien muret, pendant 190m, c'est-à-dire jusqu'au point le plus haut du muret : l'igue s'ouvre à 70m ESE, dans<br/>
un bois clairsemé, en haut de la pente WNW d'un cloup. Ouverture de 3m de diamètre, entourée de barbelés et de petits arbustes.<br/>
Plan 63.";"12";"63"
"igue n°1 des BARTASSÈS";"";"Orniac";"2138 OT";"545.35";"3249.37";"44.54227";"1.648827";"315";"Sur la petite route de Lentillac à Aussou, 1.100 mètres après l'embranchement de Dantonnet, au point le plus haut, à la limite<br/>
N d'une zone dégagée en triangle, à gauche, prendre un ancien chemin entre 2 murets direction ESE. A 250m, à la fin des murets,<br/>
franchir un grillage et suivre ce dernier direction générale E-ESE, à la limite d'une zone coupe-feu. Ce grillage descend jusqu'au fond<br/>
d'une combe, à environ 700m de la route (en longeant un muret sur les 200 derniers mètres). Là, franchir le grillage à gauche et<br/>
prendre direction N le sentier qui suit la combe. A 30m franchir le muret de droite : l'igue se trouve à 6m E du muret. Orifice triangulaire<br/>
de 8m de côté. Pointée sur l'IGN. Plan 163.";"13";"163"
"igue n°4 des BARTASSÈS";"ou de LASFARGUES n°2 - ou de LONG PECH";"Lentillac-du-Causse";"2138 OT";"545.21";"3249.42";"44.542709";"1.64706";"325";"Sur la petite route de Lentillac à Aussou, 1.100 mètres après l'embranchement de Dantonnet, au point le plus haut, à la limite<br/>
N d'une zone dégagée en triangle, à gauche, prendre un ancien chemin entre 2 murets direction ESE. A 250m, à la fin des murets,<br/>
franchir un grillage et suivre ce dernier direction générale E-ESE, à la limite d'une zone coupe-feu. 200m plus loin ce grillage coupe<br/>
en diagonale l'angle de 2 murets et suit celui qui descend vers la combe, toujours direction E-ESE. A 70m de l'angle des murets,<br/>
franchir à gauche le grillage et le muret et suivre les vagues traces d'un ancien muret perpendiculaire, direction N, sur 75m : l'igue<br/>
se trouve dans le bois 20m à gauche (W). Orifice à peu près rectangulaire, échancré vers la pente, de 16m de côté. Pointée sur l'IGN.<br/>
Plan 163.";"13";"163"
"grotte de la BARTE";"";"St-Simon";"2337 W";"559.07";"3267.93";"44.710202";"1.820011";"325";"Environ 1km après Lalinié, sur la route de St Simon (D 25), 400m après la borne km41 (St-Simon 3km5), dans un virage avec<br/>
terre-plein triangulaire, prendre le chemin à gauche sur 50m, puis à droite sur encore 50m, jusqu'à l'entrée d'un pré à gauche.<br/>
Traverser ce pré, direction NE, jusqu'à son point le plus haut et continuer dans le bois en suivant les traces d'un chemin qui bientôt<br/>
redescend pour atteindre une combe occupée par un pré (environ 300m de la route). La grotte se trouve à 25m E du passage dans<br/>
le muret bordant le pré, dans le bois, au pied d'une petite falaise de 2m50 de haut et 8m plus haut que le niveau du pré : orifice<br/>
rectangulaire de 1m de haut sur 1m50 de large, en partie fermé par un mur, orienté au N. Plan 59.";"13";"59"
"igue de BARTES";"ou des BARTHES - ou de PEYRENÈGRE";"Reilhac";"2137 E";"552.16";"3268.06";"44.710949";"1.732796";"340";"Sur la route de Reilhac à Gabaudet, environ 1km après la Croix d'Amont, prendre à gauche un chemin direction NNW et le<br/>
suivre jusqu'à une claie à droite à 500m (après un chemin). L'igue se trouve en terrain déboisé à 225m N de la claie et à 10m à droite<br/>
du chemin (70m avant que ce chemin ne se divise en 2 branches). Orifice de 1m sur 0m50 orienté SE-NW. À 40m SE un orifice<br/>
secondaire s'ouvre dans un très léger creux, entre de gros blocs rocheux obstruant une fissure orientée SE-NW. Indiquée sur l'IGN.<br/>
Plan 61.";"13";"61"
"émergence et grotte du BARTHAS";"";"Pinsac";"2136 ET";"536.98";"3284.69";"44.859434";"1.539194";"115";"émergence :<br/>
grotte :<br/>
À Blanzaguet (2km5 E de Pinsac), aller à la propriété du Barthas (300m WNW), prendre le chemin qui descend dans les prés<br/>
et là suivre à droite, direction WNW, la limite des prés et de la falaise sur environ 800m, c'est à dire jusqu'après un amas de<br/>
gros rochers dans un bouquet de grands arbres formant une avancée dans les prés. L'émergence se trouve sous les arbres<br/>
en bordure de prairie, au pied de la pente : orifice de 1m de large sur 0m50 de haut, orienté au S, dans un léger creux. La grotte se<br/>
situe à 25m NNE et 17m plus haut, au pied de la falaise, dans un renfoncement de 6m de haut environ : orifice de 0m50 de haut sur<br/>
0m40 de large, orienté à l'W.";"13";""
